Z    N    M
74   134  50.590
75   80   13.420
75   81   0.020
75   82   -15.720
75   83   -17.130
75   84   -19.930
75   85   -21.180
75   86   -23.860
75   87   -24.980
75   88   -27.630
75   89   -28.540
75   90   -31.240
75   91   -32.340
75   92   -34.980
75   93   -35.980
75   94   -38.290
75   95   -39.060
75   96   -41.190
75   97   -41.820
75   98   -43.850
75   99   -44.030
75   100  -45.590
75   101  -45.530
75   102  -46.560
75   103  -46.200
75   104  -46.730
75   105  -46.110
75   106  -46.390
75   107  -45.640
75   108  -45.580
75   109  -43.940
75   110  -43.520
75   111  -41.550
75   112  -41.110
75   113  -38.800
75   114  -37.930
75   115  -35.370
75   116  -34.390
75   117  -31.610
75   118  -30.320
75   119  -27.370
75   120  -25.500
75   121  -22.260
75   122  -20.060
75   123  -16.510
75   124  -13.890
75   125  -10.130
75   126  -6.680
75   127  0.120
75   128  5.690
75   129  12.570
75   130  18.170
75   131  25.150
75   132  30.450
75   133  37.240
75   134  42.910
75   135  49.490
75   136  55.160
76   81   8.060
76   82   -9.690
76   83   -10.970
76   84   -14.010
76   85   -15.210
76   86   -18.250
76   87   -19.190
76   88   -22.140
76   89   -23.020
76   90   -26.110
76   91   -27.160
76   92   -30.220
76   93   -31.200
76   94   -33.870
76   95   -34.640
76   96   -37.260
76   97   -38.010
76   98   -40.190
76   99   -40.530
76   100  -42.520
76   101  -42.450
76   102  -43.950
76   103  -43.600
76   104  -44.680
76   105  -44.140
76   106  -44.950
76   107  -44.060
76   108  -44.310
76   109  -42.990
76   110  -42.850
76   111  -41.260
76   112  -41.080
76   113  -38.950
76   114  -38.670
76   115  -36.340
76   116  -35.870
76   117  -33.310
76   118  -32.560
76   119  -29.710
76   120  -28.430
76   121  -25.390
76   122  -23.850
76   123  -20.390
76   124  -18.470
76   125  -14.790
76   126  -12.120
76   127  -5.670
76   128  -0.680
76   129  5.870
76   130  10.870
76   131  17.460
76   132  22.360
76   133  29.050
76   134  34.170
76   135  40.600
76   136  45.670
76   137  52.000
76   138  56.630
77   81   18.690
77   82   -0.900
77   83   -2.400
77   84   -5.370
77   85   -6.910
77   86   -9.750
77   87   -10.960
77   88   -13.870
77   89   -15.130
77   90   -18.160
77   91   -19.620
77   92   -22.660
77   93   -23.970
77   94   -26.650
77   95   -27.910
77   96   -30.640
77   97   -31.530
77   98   -33.870
77   99   -34.630
77   100  -36.600
77   101  -37.000
77   102  -38.500
77   103  -38.700
77   104  -39.840
77   105  -39.830
77   106  -40.500
77   107  -39.910
77   108  -40.470
77   109  -39.420
77   110  -39.640
77   111  -38.290
77   112  -38.270
77   113  -36.710
77   114  -36.640
77   115  -34.810
77   116  -34.520
77   117  -32.480
77   118  -31.810
77   119  -29.510
77   120  -28.390
77   121  -25.980
77   122  -24.490
77   123  -21.690
77   124  -19.790
77   125  -16.840
77   126  -14.430
77   127  -8.540
77   128  -3.870
77   129  2.080
77   130  6.700
77   131  12.880
77   132  17.690
77   133  23.830
77   134  28.810
77   135  34.620
77   136  39.530
77   137  45.320
77   138  49.930
77   139  55.690
78   82   6.230
78   83   4.840
78   84   1.550
78   85   0.230
78   86   -2.870
78   87   -4.030
78   88   -7.300
78   89   -8.490
78   90   -11.920
78   91   -13.340
78   92   -16.720
78   93   -18.040
78   94   -21.200
78   95   -22.560
78   96   -25.440
78   97   -26.480
78   98   -29.240
78   99   -29.990
78   100  -32.410
78   101  -32.820
78   102  -34.870
78   103  -35.130
78   104  -36.790
78   105  -36.630
78   106  -37.600
78   107  -37.310
78   108  -38.140
78   109  -37.440
78   110  -37.900
78   111  -36.700
78   112  -37.240
78   113  -35.880
78   114  -36.270
78   115  -34.610
78   116  -34.830
78   117  -32.830
78   118  -32.700
78   119  -30.530
78   120  -30.010
78   121  -27.610
78   122  -26.740
78   123  -23.930
78   124  -22.730
78   125  -20.000
78   126  -18.050
78   127  -12.470
78   128  -8.390
78   129  -2.810
78   130  1.420
78   131  7.510
78   132  11.770
78   133  17.760
78   134  22.120
78   135  27.770
78   136  32.130
78   137  37.880
78   138  42.020
78   139  47.660
78   140  51.810
78   141  57.260
79   85   9.670
79   86   6.640
79   87   5.130
79   88   1.940
79   89   0.360
79   90   -3.030
79   91   -4.790
79   92   -8.170
79   93   -9.970
79   94   -13.230
79   95   -14.750
79   96   -17.770
79   97   -19.240
79   98   -21.980
79   99   -23.190
79   100  -25.630
79   101  -26.580
79   102  -28.690
79   103  -29.480
79   104  -31.000
79   105  -31.130
79   106  -32.410
79   107  -32.380
79   108  -33.550
79   109  -33.090
79   110  -33.700
79   111  -33.050
79   112  -33.780
79   113  -32.880
79   114  -33.440
79   115  -32.260
79   116  -32.510
79   117  -31.040
79   118  -31.010
79   119  -29.420
79   120  -28.890
79   121  -27.100
79   122  -26.190
79   123  -24.040
79   124  -23.020
79   125  -20.720
79   126  -18.980
79   127  -13.980
79   128  -10.250
79   129  -5.060
79   130  -0.920
79   131  4.640
79   132  8.740
79   133  14.120
79   134  18.310
79   135  23.400
79   136  27.720
79   137  32.990
79   138  37.000
79   139  42.330
79   140  46.460
79   141  51.360
79   142  55.390
80   88   9.750
80   89   8.220
80   90   4.490
80   91   2.740
80   92   -1.120
80   93   -3.030
80   94   -6.440
80   95   -8.110
80   96   -11.560
80   97   -13.030
80   98   -16.240
80   99   -17.460
80   100  -20.450
80   101  -21.470
80   102  -24.120
80   103  -24.760
80   104  -26.590
80   105  -27.030
80   106  -28.570
80   107  -28.900
80   108  -30.310
80   109  -30.000
80   110  -31.150
80   111  -30.690
80   112  -31.880
80   113  -31.130
80   114  -32.180
80   115  -31.030
80   116  -31.790
80   117  -30.420
80   118  -30.960
80   119  -29.350
80   120  -29.400
80   121  -27.540
80   122  -27.290
80   123  -25.300
80   124  -24.680
80   125  -22.560
80   126  -21.300
80   127  -16.640
80   128  -13.290
80   129  -8.170
80   130  -4.560
80   131  0.840
80   132  4.340
80   133  9.540
80   134  13.170
80   135  18.210
80   136  22.040
80   137  27.170
80   138  30.860
80   139  36.160
80   140  39.720
80   141  44.780
80   142  48.650
80   143  53.860
81   91   12.640
81   92   8.670
81   93   6.610
81   94   3.030
81   95   0.930
81   96   -2.530
81   97   -4.470
81   98   -7.710
81   99   -9.500
81   100  -12.570
81   101  -14.130
81   102  -16.650
81   103  -17.600
81   104  -19.750
81   105  -20.470
81   106  -22.370
81   107  -22.940
81   108  -24.510
81   109  -24.750
81   110  -26.100
81   111  -26.100
81   112  -27.450
81   113  -27.200
81   114  -28.270
81   115  -27.630
81   116  -28.490
81   117  -27.670
81   118  -28.180
81   119  -27.150
81   120  -27.140
81   121  -25.910
81   122  -25.800
81   123  -24.200
81   124  -23.740
81   125  -22.080
81   126  -21.070
81   127  -16.770
81   128  -13.480
81   129  -8.890
81   130  -5.430
81   131  -0.630
81   132  2.690
81   133  7.330
81   134  10.910
81   135  15.460
81   136  19.130
81   137  23.930
81   138  27.570
81   139  32.290
81   140  35.990
81   141  40.870
81   142  44.700
81   143  49.640
81   144  53.730
81   145  58.850
82   94   11.590
82   95   9.470
82   96   5.530
82   97   3.540
82   98   -0.270
82   99   -2.160
82   100  -5.780
82   101  -7.230
82   102  -10.080
82   103  -11.380
82   104  -13.810
82   105  -14.910
82   106  -17.070
82   107  -17.810
82   108  -19.940
82   109  -20.390
82   110  -22.210
82   111  -22.390
82   112  -24.230
82   113  -24.010
82   114  -25.590
82   115  -25.060
82   116  -26.480
82   117  -25.640
82   118  -26.730
82   119  -25.630
82   120  -26.240
82   121  -25.160
82   122  -25.420
82   123  -23.970
82   124  -23.960
82   125  -22.540
82   126  -21.820
82   127  -17.570
82   128  -14.790
82   129  -10.340
82   130  -7.480
82   131  -2.850
82   132  -0.080
82   133  4.500
82   134  7.590
82   135  11.970
82   136  15.310
82   137  20.050
82   138  23.100
82   139  27.930
82   140  31.440
82   141  36.250
82   142  39.800
82   143  44.930
82   144  48.820
82   145  54.120
82   146  58.270
83   106  -10.090
83   107  -11.180
83   108  -13.320
83   109  -14.050
83   110  -15.860
83   111  -16.350
83   112  -18.060
83   113  -18.190
83   114  -19.740
83   115  -19.630
83   116  -20.890
83   117  -20.510
83   118  -21.420
83   119  -20.840
83   120  -21.500
83   121  -20.710
83   122  -21.040
83   123  -19.960
83   124  -20.110
83   125  -18.910
83   126  -18.330
83   127  -14.560
83   128  -11.880
83   129  -7.990
83   130  -5.270
83   131  -1.160
83   132  1.560
83   133  5.670
83   134  8.590
83   135  12.630
83   136  15.870
83   137  19.970
83   138  23.070
83   139  27.620
83   140  30.940
83   141  35.330
83   142  38.890
83   143  43.620
83   144  47.440
83   145  52.320
83   146  56.570
83   147  61.620
84   107  -5.990
84   108  -8.380
84   109  -9.070
84   110  -11.170
84   111  -11.510
84   112  -13.550
84   113  -13.620
84   114  -15.560
84   115  -15.270
84   116  -16.970
84   117  -16.390
84   118  -17.800
84   119  -17.250
84   120  -18.180
84   121  -17.440
84   122  -18.120
84   123  -17.190
84   124  -17.550
84   125  -16.470
84   126  -16.190
84   127  -12.530
84   128  -10.430
84   129  -6.690
84   130  -4.500
84   131  -0.450
84   132  1.780
84   133  5.710
84   134  8.270
84   135  12.200
84   136  14.800
84   137  18.930
84   138  21.730
84   139  26.080
84   140  28.960
84   141  33.360
84   142  36.500
84   143  41.150
84   144  44.550
84   145  49.520
84   146  53.140
84   147  58.280
84   148  62.180
84   149  67.430
85   109  -2.480
85   110  -4.390
85   111  -5.040
85   112  -6.990
85   113  -7.430
85   114  -9.180
85   115  -9.300
85   116  -10.770
85   117  -10.680
85   118  -12.090
85   119  -11.790
85   120  -12.760
85   121  -12.350
85   122  -13.170
85   123  -12.430
85   124  -12.910
85   125  -12.120
85   126  -11.750
85   127  -8.670
85   128  -6.720
85   129  -3.530
85   130  -1.400
85   131  2.140
85   132  4.190
85   133  7.750
85   134  10.190
85   135  13.460
85   136  16.070
85   137  19.900
85   138  22.490
85   139  26.390
85   140  29.270
85   141  33.230
85   142  36.290
85   143  40.500
85   144  43.980
85   145  48.310
85   146  52.030
85   147  56.770
85   148  60.630
85   149  65.490
85   150  69.700
86   110  0.720
86   111  0.180
86   112  -2.120
86   113  -2.340
86   114  -4.470
86   115  -4.350
86   116  -6.290
86   117  -6.180
86   118  -7.830
86   119  -7.550
86   120  -8.830
86   121  -8.540
86   122  -9.540
86   123  -8.900
86   124  -9.660
86   125  -8.770
86   126  -8.760
86   127  -5.840
86   128  -4.450
86   129  -1.320
86   130  0.300
86   131  3.650
86   132  5.310
86   133  8.740
86   134  10.510
86   135  13.790
86   136  16.090
86   137  19.690
86   138  21.820
86   139  25.710
86   140  28.140
86   141  32.010
86   142  34.620
86   143  38.910
86   144  41.750
86   145  46.160
86   146  49.470
86   147  54.170
86   148  57.630
86   149  62.530
86   150  66.320
86   151  71.510
86   152  75.460
87   112  5.040
87   113  4.440
87   114  2.570
87   115  2.250
87   116  0.340
87   117  0.240
87   118  -1.410
87   119  -1.430
87   120  -2.820
87   121  -2.690
87   122  -3.780
87   123  -3.410
87   124  -4.040
87   125  -3.510
87   126  -3.420
87   127  -1.060
87   128  0.260
87   129  2.880
87   130  4.290
87   131  7.250
87   132  8.780
87   133  11.530
87   134  13.300
87   135  16.250
87   136  18.320
87   137  21.450
87   138  23.560
87   139  27.000
87   140  29.330
87   141  32.750
87   142  35.420
87   143  39.050
87   144  41.960
87   145  45.960
87   146  49.220
87   147  53.520
87   148  57.000
87   149  61.480
87   150  65.190
87   151  70.020
87   152  73.890
87   153  79.280
88   113  9.920
88   114  7.620
88   115  7.350
88   116  5.240
88   117  5.160
88   118  3.220
88   119  3.120
88   120  1.580
88   121  1.630
88   122  0.290
88   123  0.790
88   124  -0.190
88   125  0.440
88   126  0.210
88   127  2.500
88   128  3.300
88   129  5.710
88   130  6.730
88   131  9.550
88   132  10.390
88   133  13.140
88   134  14.570
88   135  17.290
88   136  18.880
88   137  21.980
88   138  23.630
88   139  26.960
88   140  28.830
88   141  32.300
88   142  34.310
88   143  38.010
88   144  40.500
88   145  44.440
88   146  47.290
88   147  51.610
88   148  54.670
88   149  59.060
88   150  62.390
88   151  67.140
88   152  70.750
88   153  76.020
88   154  80.180
89   115  14.460
89   116  12.380
89   117  12.030
89   118  10.020
89   119  9.780
89   120  8.190
89   121  8.000
89   122  6.800
89   123  6.970
89   124  6.100
89   125  6.420
89   126  6.360
89   127  8.130
89   128  8.720
89   129  10.740
89   130  11.610
89   131  13.740
89   132  14.580
89   133  16.980
89   134  18.170
89   135  20.410
89   136  21.960
89   137  24.600
89   138  26.130
89   139  28.990
89   140  30.910
89   141  33.710
89   142  35.780
89   143  39.060
89   144  41.480
89   145  45.000
89   146  47.870
89   147  51.750
89   148  54.720
89   149  58.720
89   150  61.970
89   151  66.450
89   152  69.940
89   153  74.950
89   154  79.000
89   155  84.250
89   156  88.530
90   117  17.200
90   118  15.070
90   119  14.790
90   120  12.970
90   121  12.940
90   122  11.420
90   123  11.710
90   124  10.540
90   125  11.040
90   126  10.710
90   127  12.270
90   128  12.460
90   129  14.330
90   130  14.510
90   131  16.630
90   132  17.120
90   133  19.280
90   134  19.980
90   135  22.180
90   136  23.260
90   137  25.780
90   138  26.840
90   139  29.740
90   140  30.980
90   141  33.840
90   142  35.480
90   143  38.680
90   144  40.680
90   145  44.210
90   146  46.640
90   147  50.420
90   148  52.990
90   149  56.910
90   150  59.880
90   151  64.240
90   152  67.450
90   153  72.340
90   154  76.060
90   155  81.200
90   156  85.130
90   157  90.540
91   118  22.270
91   119  21.780
91   120  20.130
91   121  19.790
91   122  18.400
91   123  18.410
91   124  17.430
91   125  17.670
91   126  17.360
91   127  18.520
91   128  18.570
91   129  19.740
91   130  19.900
91   131  21.680
91   132  21.930
91   133  23.590
91   134  24.250
91   135  25.970
91   136  26.930
91   137  28.970
91   138  30.060
91   139  32.290
91   140  33.580
91   141  36.000
91   142  37.570
91   143  40.340
91   144  42.340
91   145  45.430
91   146  47.740
91   147  51.130
91   148  53.610
91   149  57.250
91   150  60.090
91   151  64.170
91   152  67.260
91   153  71.810
91   154  75.400
91   155  80.200
91   156  84.030
91   157  89.160
92   120  25.600
92   121  25.410
92   122  23.750
92   123  23.960
92   124  22.720
92   125  23.000
92   126  22.520
92   127  23.530
92   128  22.880
92   129  24.040
92   130  23.860
92   131  25.380
92   132  25.130
92   133  26.750
92   134  26.940
92   135  28.530
92   136  29.010
92   137  31.080
92   138  31.490
92   139  33.760
92   140  34.620
92   141  36.950
92   142  38.080
92   143  40.850
92   144  42.410
92   145  45.380
92   146  47.300
92   147  50.590
92   148  52.780
92   149  56.280
92   150  58.840
92   151  62.790
92   152  65.530
92   153  69.960
92   154  73.200
92   155  77.890
92   156  81.450
92   157  86.370
93   121  33.070
93   122  31.630
93   123  31.590
93   124  30.410
93   125  30.520
93   126  30.100
93   127  30.410
93   128  29.750
93   129  30.550
93   130  30.120
93   131  31.150
93   132  30.850
93   133  32.000
93   134  32.050
93   135  33.160
93   136  33.670
93   137  35.060
93   138  35.510
93   139  37.340
93   140  38.110
93   141  40.000
93   142  41.130
93   143  43.450
93   144  44.880
93   145  47.450
93   146  49.270
93   147  52.260
93   148  54.320
93   149  57.530
93   150  59.950
93   151  63.550
93   152  66.170
93   153  70.240
93   154  73.370
93   155  77.770
93   156  81.120
93   157  85.810
94   123  38.200
94   124  36.870
94   125  37.050
94   126  36.120
94   127  36.410
94   128  35.400
94   129  35.950
94   130  35.020
94   131  36.000
94   132  35.230
94   133  36.240
94   134  35.810
94   135  36.950
94   136  36.770
94   137  38.200
94   138  38.210
94   139  39.950
94   140  40.270
94   141  42.160
94   142  42.830
94   143  45.030
94   144  46.060
94   145  48.520
94   146  50.040
94   147  52.890
94   148  54.650
94   149  57.720
94   150  59.800
94   151  63.260
94   152  65.510
94   153  69.470
94   154  72.310
94   155  76.490
94   156  79.600
94   157  84.100
95   124  45.600
95   125  45.280
95   126  44.490
95   127  44.440
95   128  43.160
95   129  43.220
95   130  42.240
95   131  42.740
95   132  41.830
95   133  42.350
95   134  41.950
95   135  42.410
95   136  42.270
95   137  43.250
95   138  43.170
95   139  44.460
95   140  44.780
95   141  46.210
95   142  46.760
95   143  48.550
95   144  49.470
95   145  51.630
95   146  53.000
95   147  55.550
95   148  57.170
95   149  59.890
95   150  61.820
95   151  64.910
95   152  67.050
95   153  70.700
95   154  73.330
95   155  77.270
95   156  80.180
95   157  84.450
96   126  51.620
96   127  51.300
96   128  49.530
96   129  49.530
96   130  48.070
96   131  48.440
96   132  47.040
96   133  47.590
96   134  46.500
96   135  46.990
96   136  46.410
96   137  47.300
96   138  46.780
96   139  48.060
96   140  47.920
96   141  49.230
96   142  49.360
96   143  51.040
96   144  51.650
96   145  53.660
96   146  54.730
96   147  57.140
96   148  58.400
96   149  60.970
96   150  62.530
96   151  65.500
96   152  67.330
96   153  70.770
96   154  73.150
96   155  76.880
96   156  79.560
96   157  83.660
97   127  60.090
97   128  58.270
97   129  57.780
97   130  56.190
97   131  56.060
97   132  54.690
97   133  54.560
97   134  53.500
97   135  53.550
97   136  52.870
97   137  53.320
97   138  52.780
97   139  53.600
97   140  53.340
97   141  54.230
97   142  54.250
97   143  55.620
97   144  56.080
97   145  57.790
97   146  58.720
97   147  60.760
97   148  61.870
97   149  64.070
97   150  65.500
97   151  68.170
97   152  69.770
97   153  72.960
97   154  75.120
97   155  78.630
97   156  81.130
97   157  84.880
98   129  65.040
98   130  62.950
98   131  62.850
98   132  60.790
98   133  60.690
98   134  59.190
98   135  59.140
98   136  58.020
98   137  58.450
98   138  57.450
98   139  58.150
98   140  57.470
98   141  58.250
98   142  57.960
98   143  59.180
98   144  59.340
98   145  60.900
98   146  61.460
98   147  63.350
98   148  64.080
98   149  66.150
98   150  67.270
98   151  69.710
98   152  71.060
98   153  74.030
98   154  75.960
98   155  79.280
98   156  81.430
98   157  85.140
99   130  72.140
99   131  71.350
99   132  69.320
99   133  68.770
99   134  67.180
99   135  66.680
99   136  65.550
99   137  65.520
99   138  64.390
99   139  64.680
99   140  63.880
99   141  64.350
99   142  63.910
99   143  64.820
99   144  64.830
99   145  66.020
99   146  66.430
99   147  67.940
99   148  68.540
99   149  70.300
99   150  71.190
99   151  73.370
99   152  74.500
99   153  77.230
99   154  78.970
99   155  81.940
99   156  84.040
99   157  87.410
100  131  79.060
100  132  76.580
100  133  75.930
100  134  73.890
100  135  73.380
100  136  71.780
100  137  71.630
100  138  70.090
100  139  70.250
100  140  69.150
100  141  69.460
100  142  68.720
100  143  69.480
100  144  69.120
100  145  70.150
100  146  70.180
100  147  71.560
100  148  71.850
100  149  73.370
100  150  74.000
100  151  75.960
100  152  76.850
100  153  79.390
100  154  80.770
100  155  83.690
100  156  85.440
100  157  88.580
101  133  85.050
101  134  83.000
101  135  82.020
101  136  80.290
101  137  79.720
101  138  78.070
101  139  77.920
101  140  76.660
101  141  76.670
101  142  75.770
101  143  76.160
101  144  75.650
101  145  76.300
101  146  76.190
101  147  77.260
101  148  77.310
101  149  78.570
101  150  78.980
101  151  80.690
101  152  81.390
101  153  83.570
101  154  84.900
101  155  87.460
101  156  88.980
101  157  91.770
102  134  90.890
102  135  89.790
102  136  87.640
102  137  86.950
102  138  84.980
102  139  84.680
102  140  83.120
102  141  82.970
102  142  81.700
102  143  81.940
102  144  81.040
102  145  81.560
102  146  81.130
102  147  81.960
102  148  81.750
102  149  82.780
102  150  82.950
102  151  84.470
102  152  84.800
102  153  86.930
102  154  87.910
102  155  90.230
102  156  91.400
102  157  94.030
103  135  99.330
103  136  97.070
103  137  96.060
103  138  93.940
103  139  93.330
103  140  91.610
103  141  91.100
103  142  89.670
103  143  89.520
103  144  88.490
103  145  88.690
103  146  88.020
103  147  88.590
103  148  88.150
103  149  88.940
103  150  88.900
103  151  90.060
103  152  90.340
103  153  92.110
103  154  92.840
103  155  94.820
103  156  95.830
103  157  98.130
