Z    N            M
80   102     -23.71
81   101     -13.69
82   100      -6.38
83   99        6.38
84   98       16.41
85   97       31.31
86   96       43.57
87   95       60.70
88   94       74.96
52   131     253.65
53   130     226.74
54   129     200.35
55   128     176.20
56   127     152.04
57   126     129.99
58   125     110.19
59   124      92.18
60   123      74.62
61   122      58.82
62   121      43.42
63   120      29.76
64   119      16.67
65   118       5.28
66   117      -5.58
67   116     -14.79
68   115     -23.31
69   114     -30.21
70   113     -36.46
71   112     -40.58
72   111     -43.75
73   110     -45.22
74   109     -45.96
75   108     -45.12
76   107     -43.50
77   106     -40.26
78   105     -36.21
79   104     -30.55
80   103     -24.20
81   102     -16.36
82   101      -7.66
83   100       2.86
84   99       14.19
85   98       26.86
86   97       40.48
87   96       55.31
88   95       71.06
89   94       87.54
52   132     263.92
53   131     237.36
54   130     209.73
55   129     186.06
56   128     160.97
57   127     139.47
58   126     116.59
59   125      99.32
60   124      80.35
61   123      65.32
62   122      48.54
63   121      35.69
64   120      21.05
65   119      10.51
66   118      -1.88
67   117     -10.17
68   116     -20.39
69   115     -26.32
70   114     -34.22
71   113     -37.38
72   112     -42.55
73   111     -43.03
74   110     -45.62
75   109     -43.75
76   108     -44.03
77   107     -39.69
78   106     -37.59
79   105     -30.76
80   104     -26.55
81   103     -17.33
82   102     -10.78
83   101       1.11
84   100      10.29
85   99       24.28
86   98       35.68
87   97       51.88
88   96       65.42
89   95       83.27
90   94       98.52
52   133     275.49
53   132     247.71
54   131     220.44
55   130     195.50
56   129     171.11
57   128     148.51
58   127     126.19
59   126     105.91
60   125      87.68
61   124      71.20
62   123      55.19
63   122      40.92
64   121      27.09
65   120      14.96
66   119       3.44
67   118      -6.42
68   117     -15.72
69   116     -23.39
70   115     -30.32
71   114     -35.23
72   113     -39.43
73   112     -41.89
74   111     -43.47
75   110     -43.48
76   109     -42.72
77   108     -40.31
78   107     -37.11
79   106     -32.40
80   105     -26.73
81   104     -19.67
82   103     -11.76
83   102      -2.08
84   101       8.46
85   100      20.17
86   99       32.90
87   98       46.85
88   97       61.77
89   96       77.38
90   95       93.97
52   134     285.89
53   133     258.45
54   132     229.95
55   131     205.40
56   130     179.74
57   129     158.08
58   128     134.52
59   127     114.84
60   126      93.69
61   125      77.98
62   124      60.52
63   123      47.03
64   122      31.77
65   121      20.48
66   120       7.35
67   119      -1.62
68   118     -12.48
69   117     -19.21
70   116     -27.87
71   115     -31.86
72   114     -37.81
73   113     -39.29
74   112     -42.80
75   111     -41.78
76   110     -42.90
77   109     -39.43
78   108     -38.15
79   107     -32.32
80   106     -28.75
81   105     -20.35
82   104     -14.58
83   103      -3.54
84   102       4.79
85   101      17.98
86   100      28.44
87   99       43.73
88   98       56.40
89   97       73.54
90   96       87.72
52   135     297.60
53   134     268.95
54   133     240.80
55   132     214.99
56   131     189.73
57   130     166.76
58   129     144.25
59   128     123.26
60   127     102.73
61   126      84.15
62   125      67.46
63   124      52.48
64   123      38.02
65   122      25.25
66   121      12.97
67   120       2.36
68   119      -7.62
69   118     -15.95
70   117     -23.67
71   116     -29.48
72   115     -34.49
73   114     -37.76
74   113     -40.28
75   112     -41.17
76   111     -41.25
77   110     -39.69
78   109     -37.34
79   108     -33.46
80   107     -28.76
81   106     -22.35
82   105     -15.25
83   104      -6.40
84   103       3.28
85   102      14.22
86   101      25.98
87   100      39.06
88   99       53.07
89   98       68.12
90   97       83.62
52   136     308.16
53   135     279.83
54   134     250.48
55   133     225.04
56   132     198.52
57   131     175.98
58   130     152.28
59   129     132.31
60   128     110.48
61   127      92.55
62   126      73.08
63   125      58.89
64   124      42.92
65   123      30.97
66   122      17.21
67   121       7.46
68   120      -4.16
69   119     -11.58
70   118     -20.90
71   117     -25.81
72   116     -32.66
73   115     -34.97
74   114     -39.27
75   113     -39.16
76   112     -41.10
77   111     -38.49
78   110     -38.03
79   109     -33.06
80   108     -30.31
81   107     -22.74
82   106     -17.76
83   105      -7.57
84   104      -0.06
85   103      12.26
86   102      21.86
87   101      36.25
88   100      48.06
89   99       64.64
90   98       77.84
52   137     320.01
53   136     290.51
54   135     261.48
55   134     234.80
56   133     208.66
57   132     184.83
58   131     161.57
59   130     140.55
60   129     119.63
61   128     100.38
62   127      81.57
63   126      64.65
64   125      49.47
65   124      35.98
66   123      23.04
67   122      11.77
68   121       1.02
69   120      -8.08
70   119     -16.49
71   118     -23.10
72   117     -29.04
73   116     -33.21
74   115     -36.56
75   114     -38.26
76   113     -39.18
77   112     -38.41
78   111     -36.89
79   110     -33.85
80   109     -29.99
81   108     -24.54
82   107     -18.12
83   106     -10.09
84   105      -1.25
85   104       8.85
86   103      19.81
87   102      31.94
88   101      45.06
89   100      59.40
90   99       74.19
91   98       89.96
52   138     330.75
53   137     301.54
54   136     271.33
55   135     245.00
56   134     217.63
57   133     194.20
58   132     169.65
59   131     149.11
60   130     127.35
61   129     108.88
62   128      88.75
63   127      72.52
64   126      54.69
65   125      42.01
66   124      27.52
67   123      17.08
68   122       4.82
69   121      -3.40
70   120     -13.49
71   119     -19.24
72   118     -26.88
73   117     -30.13
74   116     -35.33
75   115     -36.06
76   114     -38.80
77   113     -36.99
78   112     -37.26
79   111     -33.13
80   110     -31.20
81   109     -24.62
82   108     -20.30
83   107     -10.95
84   106      -4.26
85   105       7.19
86   104      15.96
87   103      29.54
88   102      40.40
89   101      56.07
90   100      68.90
91   99       85.97
92   98      100.53
52   139     342.76
53   138     312.40
54   137     282.49
55   136     254.96
56   135     227.94
57   134     203.24
58   133     179.11
59   132     157.24
60   131     135.98
61   130     116.85
62   129      97.36
63   128      79.78
64   127      62.65
65   126      47.35
66   125      33.67
67   124      21.65
68   123      10.22
69   122       0.44
70   121      -8.76
71   120     -16.28
72   119     -23.05
73   118     -28.04
74   117     -32.31
75   116     -34.93
76   115     -36.69
77   114     -36.73
78   113     -35.95
79   112     -33.59
80   111     -30.56
81   110     -25.94
82   109     -20.48
83   108     -13.12
84   107      -5.13
85   106       4.15
86   105      14.24
87   104      25.59
88   103      37.75
89   102      51.21
90   101      65.61
91   100      80.42
92   99       96.30
52   140     353.68
53   139     323.59
54   138     292.53
55   137     265.33
56   136     237.09
57   135     212.79
58   134     187.38
59   133     165.97
60   132     143.37
61   131     124.80
62   130     104.67
63   129      87.76
64   128      69.28
65   127      54.71
66   126      38.47
67   125      27.28
68   124      14.26
69   123       5.34
70   122      -5.42
71   121     -12.10
72   120     -20.64
73   119     -24.74
74   118     -30.76
75   117     -32.43
76   116     -36.08
77   115     -35.12
78   114     -36.19
79   113     -32.76
80   112     -31.44
81   111     -25.70
82   110     -22.20
83   109     -13.67
84   108      -7.80
85   107       2.81
86   106      10.74
87   105      23.44
88   104      33.45
89   103      48.22
90   102      60.41
91   101      76.89
92   100      90.41
53   140     334.66
54   139     303.88
55   138     275.48
56   137     247.59
57   136     222.03
58   135     197.03
59   134     174.30
60   133     152.18
61   132     132.25
62   131     112.94
63   130      95.15
64   129      77.36
65   128      61.41
66   127      45.92
67   126      32.19
68   125      20.00
69   124       9.45
70   123      -0.45
71   122      -8.79
72   121     -16.49
73   120     -22.40
74   119     -27.52
75   118     -30.97
76   117     -33.66
77   116     -34.62
78   115     -34.68
79   114     -33.14
80   113     -30.74
81   112     -26.69
82   111     -22.05
83   110     -15.62
84   109      -8.32
85   108       0.12
86   107       9.37
87   106      19.87
88   105      31.23
89   104      43.74
90   103      57.24
91   102      71.84
92   101      86.65
53   141     346.03
54   140     314.12
55   139     286.03
56   138     256.95
57   137     231.76
58   136     205.51
59   135     183.21
60   134     159.77
61   133     140.34
62   132     119.68
63   131     103.05
64   130      84.12
65   129      68.88
66   128      52.02
67   127      39.07
68   126      24.39
69   125      14.68
70   124       3.15
71   123      -4.37
72   122     -13.73
73   121     -18.79
74   120     -25.72
75   119     -28.26
76   118     -32.73
77   117     -32.72
78   116     -34.70
79   115     -32.13
80   114     -31.61
81   113     -26.46
82   112     -23.45
83   111     -15.85
84   110     -10.64
85   109      -0.88
86   108       6.22
87   107      18.06
88   106      27.22
89   105      41.17
90   104      52.42
91   103      68.45
92   102      81.26
54   141     325.66
55   140     296.40
56   139     267.64
57   138     241.22
58   137     215.35
59   136     191.77
60   135     168.78
61   134     148.01
62   133     127.85
63   132     109.83
64   131      92.32
65   130      75.72
66   129      59.58
67   128      45.23
68   127      31.34
69   126      19.15
70   125       8.46
71   124      -0.79
72   123      -9.33
73   122     -16.08
74   121     -22.15
75   120     -26.54
76   119     -30.09
77   118     -31.89
78   117     -32.89
79   116     -32.27
80   115     -30.71
81   114     -27.48
82   113     -23.36
83   112     -17.34
84   111     -10.96
85   110      -3.19
86   109       5.21
87   108      14.87
88   107      25.35
89   106      37.08
90   105      49.61
91   104      63.43
92   103      77.97
93   102      93.08
54   142     336.10
55   141     307.15
56   140     277.21
57   139     251.15
58   138     224.05
59   137     200.88
60   136     176.60
61   135     156.30
62   134     134.80
63   133     117.33
64   132      98.55
65   131      83.31
66   130      65.82
67   129      52.22
68   128      36.93
69   127      25.56
70   126      12.42
71   125       3.96
72   124      -6.32
73   123     -12.23
74   122     -20.00
75   121     -23.50
76   120     -28.90
77   119     -29.77
78   118     -32.58
79   117     -30.97
80   116     -31.36
81   115     -27.07
82   114     -24.86
83   113     -17.60
84   112     -12.82
85   111      -3.86
86   110       2.42
87   109      13.40
88   108      21.72
89   107      34.79
90   106      45.18
91   105      60.30
92   104      72.86
93   103      89.47
94   102     103.38
54   143     347.84
55   142     317.74
56   141     288.11
57   140     260.84
58   139     234.10
59   138     209.67
60   137     185.81
61   136     164.19
62   135     143.19
63   134     124.34
64   133     106.12
65   132      89.97
66   131      73.50
67   130      58.52
68   129      44.00
69   128      31.21
70   127      18.90
71   126       7.91
72   125      -1.57
73   124      -9.25
74   123     -16.18
75   122     -21.42
76   121     -25.93
77   120     -28.68
78   119     -30.55
79   118     -30.78
80   117     -30.17
81   116     -27.86
82   115     -24.59
83   114     -19.15
84   113     -13.13
85   112      -5.96
86   111       1.77
87   110      10.59
88   109      20.22
89   108      31.09
90   107      42.82
91   106      55.68
92   105      69.54
93   104      84.36
94   103      99.56
54   144     358.51
55   143     328.69
56   142     297.91
57   141     270.98
58   140     243.03
59   139     218.99
60   138     193.86
61   137     172.70
62   136     150.37
63   135     132.04
64   134     112.45
65   133      96.89
66   132      79.88
67   131      65.62
68   130      49.73
69   129      37.73
70   128      24.01
71   127      13.90
72   126       1.81
73   125      -5.05
74   124     -13.76
75   123     -18.15
76   122     -24.40
77   121     -26.24
78   120     -29.99
79   119     -29.26
80   118     -30.49
81   117     -27.16
82   116     -25.87
83   115     -19.22
84   114     -15.02
85   113      -6.60
86   112      -0.68
87   111       9.48
88   110      16.96
89   109      29.16
90   108      38.70
91   107      52.99
92   106      64.61
93   105      80.97
94   104      94.13
55   144     339.51
56   143     309.03
57   142     280.91
58   141     253.31
59   140     228.02
60   139     203.30
61   138     180.84
62   137     158.98
63   136     139.30
64   135     120.24
65   134     103.28
66   133      86.95
67   132      72.07
68   131      56.92
69   130      43.52
70   129      30.60
71   128      19.08
72   127       7.89
73   126      -1.71
74   125      -9.59
75   124     -15.78
76   123     -21.18
77   122     -24.79
78   121     -27.64
79   120     -28.82
80   119     -29.08
81   118     -27.63
82   117     -25.31
83   116     -20.53
84   115     -15.12
85   114      -8.56
86   113      -1.38
87   112       7.05
88   111      15.85
89   110      25.87
90   109      36.72
91   108      48.79
92   107      61.67
93   106      75.84
94   105      90.79
56   144     319.06
57   143     291.26
58   142     262.47
59   141     237.56
60   140     211.60
61   139     189.57
62   138     166.41
63   137     147.23
64   136     126.82
65   135     110.42
66   134      92.70
67   133      78.99
68   132      62.78
69   131      50.15
70   130      35.84
71   129      25.17
72   128      12.57
73   127       3.91
74   126      -6.80
75   125     -12.16
76   124     -19.36
77   123     -22.11
78   122     -26.72
79   121     -26.98
80   120     -29.16
81   119     -26.72
82   118     -26.27
83   117     -20.31
84   116     -16.78
85   115      -8.99
86   114      -3.67
87   113       6.02
88   112      12.95
89   111      24.31
90   110      32.99
91   109      46.40
92   108      57.15
93   107      72.60
94   106      85.51
95   105     102.64
56   145     330.40
57   144     301.44
58   143     272.98
59   142     246.85
60   141     221.27
61   140     197.97
62   139     175.25
63   138     154.74
64   137     134.84
65   136     117.07
66   135      99.92
67   134      84.79
68   133      70.09
69   132      56.08
70   131      42.55
71   130      30.49
72   129      18.76
73   128       8.66
74   127      -1.11
75   126      -9.43
76   125     -15.79
77   124     -20.37
78   123     -24.11
79   122     -26.18
80   121     -27.42
81   120     -26.93
82   119     -25.49
83   118     -21.29
84   117     -16.57
85   116     -10.69
86   115      -4.15
87   114       3.53
88   113      11.97
89   112      21.40
90   111      31.41
91   110      42.62
92   109      54.68
93   108      67.89
94   107      82.09
95   106      97.47
96   105     113.11
56   146     340.67
57   145     312.02
58   144     282.39
59   143     256.62
60   142     229.82
61   141     206.93
62   140     182.94
63   139     162.90
64   138     141.68
65   137     124.44
66   136     105.92
67   135      91.40
68   134      75.48
69   133      62.83
70   132      47.92
71   131      36.69
72   130      23.57
73   129      14.37
74   128       3.18
75   127      -4.17
76   126     -13.61
77   125     -17.34
78   124     -22.92
79   123     -24.09
80   122     -27.15
81   121     -25.70
82   120     -26.21
83   119     -20.85
84   118     -17.89
85   117     -10.81
86   116      -6.18
87   115       2.73
88   114       9.16
89   113      19.99
90   112      28.06
91   111      40.61
92   110      50.49
93   109      65.11
94   108      77.07
95   107      93.76
96   106     107.67
56   147     352.25
57   146     322.45
58   145     293.14
59   144     266.17
60   143     239.74
61   142     215.59
62   141     192.03
63   140     170.68
64   139     149.95
65   138     131.35
66   137     113.38
67   136      97.46
68   135      82.16
69   134      68.82
70   133      54.76
71   132      42.14
72   131      29.87
73   130      19.25
74   129       8.98
75   128       0.18
76   127      -8.27
77   126     -15.23
78   125     -19.96
79   124     -23.01
80   123     -25.16
81   122     -25.56
82   121     -25.11
83   120     -21.56
84   119     -17.44
85   118     -12.16
86   117      -6.33
87   116       0.64
88   115       8.31
89   114      17.22
90   113      26.67
91   112      37.23
92   111      48.44
93   110      60.84
94   109      74.05
95   108      88.55
96   107     103.98
56   148     362.76
57   147     333.26
58   146     302.81
59   145     276.19
60   144     248.55
61   143     224.81
62   142     199.98
63   141     179.09
64   140     157.05
65   139     138.97
66   138     119.64
67   137     104.30
68   136      87.61
69   135      74.91
70   134      60.27
71   133      48.46
72   132      34.81
73   131      25.07
74   130      13.38
75   129       5.53
76   128      -4.36
77   127     -10.31
78   126     -18.40
79   125     -20.58
80   124     -24.61
81   123     -24.09
82   122     -25.48
83   121     -20.80
84   120     -18.49
85   119     -12.04
86   118      -8.01
87   117       0.18
88   116       5.89
89   115      16.06
90   114      23.47
91   113      35.44
92   112      44.63
93   111      58.38
94   110      69.46
95   109      85.23
96   108      98.47
57   148     343.95
58   147     313.81
59   146     286.00
60   145     258.73
61   144     233.74
62   143     209.33
63   142     187.15
64   141     165.58
65   140     146.16
66   139     127.36
67   138     110.64
68   137      94.54
69   136      80.42
70   135      66.92
71   134      54.05
72   133      41.23
73   132      30.09
74   131      19.29
75   130      10.01
76   129       1.08
77   128      -6.33
78   127     -13.40
79   126     -19.12
80   125     -22.27
81   124     -23.67
82   123     -24.13
83   122     -21.15
84   121     -17.70
85   120     -13.10
86   119      -7.89
87   118      -1.54
88   117       5.39
89   116      13.45
90   115      22.36
91   114      32.25
92   113      42.84
93   112      54.53
94   111      66.94
95   110      80.46
96   109      94.98
97   108     110.68
58   148     323.73
59   147     296.26
60   146     267.81
61   145     243.21
62   144     217.56
63   143     195.82
64   142     172.95
65   141     154.03
66   140     133.90
67   139     117.74
68   138     100.26
69   137      86.76
70   136      71.85
71   135      60.49
72   134      46.31
73   133      36.01
74   132      23.83
75   131      15.46
76   130       5.11
77   129      -1.32
78   128      -9.84
79   127     -14.50
80   126     -21.36
81   125     -21.86
82   124     -24.24
83   123     -20.13
84   122     -18.39
85   121     -12.64
86   120      -9.28
87   119      -1.75
88   118       3.35
89   117      12.64
90   116      19.44
91   115      30.72
92   114      39.25
93   113      52.34
94   112      62.68
95   111      77.63
96   110      89.91
97   109     106.90
98   108     121.34
58   149     334.98
59   148     306.35
60   147     278.24
61   146     252.42
62   145     227.17
63   144     204.16
64   143     181.75
65   142     161.51
66   141     141.89
67   140     124.36
68   139     107.45
69   138      92.55
70   137      78.27
71   136      65.89
72   135      52.85
73   134      41.17
74   133      29.85
75   132      20.07
76   131      10.65
77   130       2.77
78   129      -4.74
79   128     -10.88
80   127     -16.66
81   126     -21.06
82   125     -22.54
83   124     -20.19
84   123     -17.33
85   122     -13.32
86   121      -8.81
87   120      -3.16
88   119       3.13
89   118      10.54
90   117      18.58
91   116      27.84
92   115      37.75
93   114      48.74
94   113      60.48
95   112      73.29
96   111      86.84
97   110     101.64
98   109     117.38
58   150     345.17
59   149     316.86
60   148     287.59
61   147     262.15
62   146     235.68
63   145     213.09
64   144     189.41
65   143     169.65
66   142     148.71
67   141     131.72
68   140     113.45
69   139      99.15
70   138      83.47
71   137      71.76
72   136      58.07
73   135      47.21
74   134      34.52
75   133      25.63
76   132      14.80
77   131       7.89
78   130      -1.07
79   129      -6.17
80   128     -13.42
81   127     -16.72
82   126     -22.29
83   125     -18.83
84   124     -17.73
85   123     -12.58
86   122      -9.82
87   121      -3.01
88   120       1.39
89   119      10.01
90   118      16.17
91   117      26.68
92   116      34.46
93   115      46.85
94   114      56.49
95   113      70.72
96   112      82.20
97   111      98.28
98   110     111.83
58   151     356.67
59   150     327.22
60   149     298.28
61   148     271.65
62   147     245.56
63   146     221.73
64   145     198.48
65   144     177.42
66   143     156.97
67   142     138.64
68   141     120.92
69   140     105.23
70   139      90.17
71   138      77.03
72   137      64.44
73   136      52.52
74   135      40.66
75   134      30.37
76   133      20.45
77   132      12.10
78   131       4.13
79   130      -2.44
80   129      -8.64
81   128     -13.43
82   127     -17.87
83   126     -18.51
84   125     -16.30
85   124     -12.95
86   123      -9.05
87   122      -4.02
88   121       1.55
89   120       8.24
90   119      15.61
91   118      24.09
92   117      33.34
93   116      43.57
94   115      54.60
95   114      66.71
96   113      79.59
97   112      93.47
98   111     108.31
58   152     367.12
59   151     337.99
60   150     307.91
61   149     281.63
62   148     254.35
63   147     230.93
64   146     206.43
65   145     185.83
66   144     164.09
67   143     146.27
68   142     127.21
69   141     112.10
70   140      95.66
71   139      83.15
72   138      69.15
73   137      58.68
74   136      45.46
75   135      36.04
76   134      24.73
77   133      17.31
78   132       7.91
79   131       2.35
80   130      -5.30
81   129      -9.01
82   128     -14.93
83   127     -14.59
84   126     -16.31
85   125     -11.84
86   124      -9.74
87   123      -3.57
88   122       0.21
89   121       8.08
90   120      13.52
91   119      23.22
92   118      30.45
93   117      42.05
94   116      50.93
95   115      64.43
96   114      75.20
97   113      90.57
98   112     103.19
59   152     348.63
60   151     318.87
61   150     291.42
62   149     264.51
63   148     239.86
64   147     215.78
65   146     193.91
66   145     172.63
67   144     153.49
68   143     134.96
69   142     118.48
70   141     102.63
71   140      88.72
72   139      75.37
73   138      63.95
74   137      51.73
75   136      40.93
76   135      30.49
77   134      21.66
78   133      13.21
79   132       6.21
80   131      -0.42
81   130      -5.61
82   129     -10.61
83   128     -11.75
84   127     -12.48
85   126     -11.81
86   125      -8.59
87   124      -4.25
88   123       0.68
89   122       6.73
90   121      13.35
91   120      21.09
92   119      29.54
93   118      39.20
94   117      49.43
95   116      60.76
96   115      72.91
97   114      86.14
98   113     100.10
99   112     115.20
59   153     359.65
60   152     328.78
61   151     301.67
62   150     273.59
63   149     249.33
64   148     224.03
65   147     202.60
66   146     180.05
67   145     161.40
68   144     141.55
69   143     125.63
70   142     108.41
71   141      95.12
72   140      80.37
73   139      69.64
74   138      56.68
75   137      46.71
76   136      34.90
77   135      26.98
78   134      17.12
79   133      11.09
80   132       3.02
81   131      -1.12
82   130      -7.77
83   129      -7.99
84   128     -10.14
85   127      -8.45
86   126      -8.88
87   125      -3.41
88   124      -0.32
89   123       6.89
90   122      11.69
91   121      20.61
92   120      27.10
93   119      38.00
94   118      46.18
95   117      58.88
96   116      68.86
97   115      83.49
98   114      95.39
99   113     111.84
100  112     125.68
59   154     370.56
60   153     340.00
61   152     311.75
62   151     284.02
63   150     258.56
64   149     233.66
65   148     210.97
66   147     188.88
67   146     168.93
68   145     149.59
69   144     132.31
70   143     115.67
71   142     100.99
72   141      86.87
73   140      74.71
74   139      63.09
75   138      51.75
76   137      40.79
77   136      31.47
78   135      22.53
79   134      15.07
80   133       7.99
81   132       2.40
82   131      -3.36
83   130      -5.30
84   129      -6.51
85   128      -6.21
86   127      -5.62
87   126      -3.67
88   125       0.55
89   124       5.89
90   123      11.84
91   122      18.92
92   121      26.59
93   120      35.38
94   119      45.02
95   118      55.64
96   117      66.98
97   116      79.41
98   115      92.69
99   114     106.98
100  113     122.18
60   154     350.19
61   153     322.27
62   152     293.39
63   151     268.31
64   150     242.21
65   149     219.95
66   148     196.60
67   147     177.13
68   146     156.48
69   145     139.75
70   144     121.75
71   143     107.67
72   142      92.16
73   141      80.67
74   140      67.63
75   139      57.66
76   138      45.34
77   137      36.90
78   136      26.57
79   135      20.05
80   134      11.55
81   133       6.97
82   132      -0.35
83   131      -1.45
84   130      -4.38
85   129      -3.12
86   128      -3.86
87   127      -0.86
88   126      -0.02
89   125       6.45
90   124      10.54
91   123      18.77
92   122      24.59
93   121      34.58
94   120      42.11
95   119      54.09
96   118      63.36
97   117      77.16
98   116      88.26
99   115     104.02
100  114     117.05
60   155     361.67
61   154     332.64
62   153     304.10
63   152     277.84
64   151     252.13
65   150     228.63
66   149     205.72
67   148     184.97
68   147     164.82
69   146     146.75
70   145     129.31
71   144     113.85
72   143      98.95
73   142      86.05
74   141      73.68
75   140      62.41
76   139      51.36
77   138      41.53
78   137      32.09
79   136      24.16
80   135      16.63
81   134      10.61
82   133       4.22
83   132       1.42
84   131      -0.66
85   130      -1.15
86   129      -0.88
87   128       0.79
88   127       2.68
89   126       5.89
90   125      11.12
91   124      17.45
92   123      24.43
93   122      32.53
94   121      41.27
95   120      51.22
96   119      61.83
97   118      73.53
98   117      85.99
99   116      99.53
100  115     113.89
60   156     372.13
61   155     343.42
62   154     313.76
63   153     287.87
64   152     260.97
65   151     237.89
66   150     213.75
67   149     193.46
68   148     172.02
69   147     154.48
70   146     135.70
71   145     120.82
72   144     104.56
73   143      92.29
74   142      78.52
75   141      67.97
76   140      55.70
77   139      47.08
78   138      36.26
79   137      29.25
80   136      20.31
81   135      15.28
82   134       7.41
83   133       5.44
84   132       1.65
85   131       2.04
86   130       0.55
87   129       3.28
88   128       3.88
89   127       8.16
90   126      10.25
91   125      17.73
92   124      22.81
93   123      32.08
94   122      38.93
95   121      50.09
96   120      58.57
97   119      71.63
98   118      81.99
99   117      96.91
100  116     109.13
61   156     354.08
62   155     324.75
63   154     297.70
64   153     271.18
65   152     246.89
66   151     223.16
67   150     201.61
68   149     180.65
69   148     161.80
70   147     143.55
71   146     127.32
72   145     111.64
73   144      97.98
74   143      84.86
75   142      72.91
76   141      61.38
77   140      51.56
78   139      41.91
79   138      33.50
80   137      25.49
81   136      19.03
82   135      12.16
83   134       8.51
84   133       5.56
85   132       4.21
86   131       3.61
87   130       4.56
88   129       6.30
89   128       9.24
90   127      12.41
91   126      16.86
92   125      23.09
93   124      30.42
94   123      38.44
95   122      47.57
96   121      57.49
97   120      68.38
98   119      80.09
99   118      92.89
100  117     106.47
62   156     334.69
63   155     308.00
64   154     280.32
65   153     256.43
66   152     231.50
67   151     210.40
68   150     188.17
69   149     169.82
70   148     150.26
71   147     134.59
72   146     117.56
73   145     104.51
74   144      90.01
75   143      78.75
76   142      65.82
77   141      56.77
78   140      45.92
79   139      38.70
80   138      29.30
81   137      23.80
82   136      15.54
83   135      12.70
84   134       8.07
85   133       7.58
86   132       5.24
87   131       7.10
88   130       7.06
89   129      11.26
90   128      13.05
91   127      18.60
92   126      21.92
93   125      30.41
94   124      36.49
95   123      46.80
96   122      54.69
97   121      66.92
98   120      76.47
99   119      90.62
100  118     102.09
101  117     118.14
63   156     318.13
64   155     290.81
65   154     265.74
66   153     241.21
67   152     218.87
68   151     197.10
69   150     177.46
70   149     158.42
71   148     141.40
72   147     124.95
73   146     110.53
74   145      96.65
75   144      84.00
76   143      71.79
77   142      61.32
78   141      51.24
79   140      42.71
80   139      34.53
81   138      27.68
82   137      20.47
83   136      15.98
84   135      12.17
85   134       9.97
86   133       8.50
87   132       8.60
88   131       9.46
89   130      11.86
90   129      15.06
91   128      19.12
92   127      23.55
93   126      29.22
94   125      36.46
95   124      44.80
96   123      53.87
97   122      64.15
98   121      75.02
99   120      86.99
100  119      99.81
101  118     113.71
64   156     300.26
65   155     275.57
66   154     249.85
67   153     227.94
68   152     204.94
69   151     185.77
70   150     165.45
71   149     148.97
72   148     131.18
73   147     117.35
74   146     102.11
75   145      90.13
76   144      76.54
77   143      66.80
78   142      55.32
79   141      47.60
80   140      37.98
81   139      32.17
82   138      24.05
83   137      20.35
84   136      14.89
85   135      13.53
86   134      10.35
87   133      11.33
88   132      10.45
89   131      13.77
90   130      15.17
91   129      20.83
92   128      23.65
93   127      30.45
94   126      34.98
95   125      44.49
96   124      51.58
97   123      63.06
98   122      71.87
99   121      85.18
100  120      95.82
101  119     111.08
102  118     123.67
64   157     311.03
65   156     285.18
66   155     259.86
67   154     236.73
68   153     214.17
69   152     193.74
70   151     173.90
71   150     156.11
72   149     138.87
73   148     123.69
74   147     109.05
75   146      95.70
76   145      82.80
77   144      71.66
78   143      60.93
79   142      51.77
80   141      42.98
81   140      35.72
82   139      29.18
83   138      23.85
84   137      19.19
85   136      16.15
86   135      13.81
87   134      13.06
88   133      13.06
89   132      14.61
90   131      16.95
91   130      20.78
92   129      25.40
93   128      30.43
94   127      36.09
95   126      42.97
96   125      51.23
97   124      60.59
98   123      70.82
99   122      82.04
100  121      94.00
101  120     107.06
102  119     121.00
64   158     320.77
65   157     295.29
66   156     268.81
67   155     246.10
68   154     222.32
69   153     202.35
70   152     181.25
71   151     163.98
72   150     145.43
73   149     130.81
74   148     114.82
75   147     102.13
76   146      87.86
77   145      77.44
78   144      65.31
79   143      56.93
80   142      46.72
81   141      40.31
82   140      32.98
83   139      28.43
84   138      22.14
85   137      19.91
86   136      15.90
87   135      16.01
88   134      14.28
89   133      16.73
90   132      17.29
91   131      22.08
92   130      24.91
93   129      31.77
94   128      35.67
95   127      43.70
96   126      49.42
97   125      59.96
98   124      68.08
99   123      80.61
100  122      90.49
101  121     104.89
102  120     116.63
103  119     133.01
64   159     331.82
65   158     305.20
66   157     279.11
67   156     255.20
68   155     231.85
69   154     210.64
70   153     190.01
71   152     171.45
72   151     153.42
73   150     137.47
74   149     122.07
75   148     108.02
76   147      94.42
77   146      82.61
78   145      71.21
79   144      61.42
80   143      52.00
81   142      44.15
82   141      38.27
83   140      32.16
84   139      26.65
85   138      22.77
86   137      19.58
87   136      17.98
88   135      17.13
89   134      17.83
90   133      19.30
91   132      22.29
92   131      26.08
93   130      31.34
94   129      36.91
95   128      43.15
96   127      50.04
97   126      58.11
98   125      67.40
99   124      77.90
100  123      89.09
101  122     101.37
102  121     114.44
103  120     128.60
64   160     341.85
65   159     315.60
66   158     288.35
67   157     264.86
68   156     240.31
69   155     219.55
70   154     197.68
71   153     179.61
72   152     160.30
73   151     144.90
74   150     128.16
75   149     114.75
76   148      99.79
77   147      88.67
78   146      75.90
79   145      66.86
80   144      56.03
81   143      49.00
82   142      42.00
83   141      36.94
84   140      29.83
85   139      26.75
86   138      21.91
87   137      21.15
88   136      18.59
89   135      20.17
90   134      19.89
91   133      23.81
92   132      25.81
93   131      32.05
94   130      36.29
95   129      44.00
96   128      49.11
